"t" "Tt" "Vt" "dt" "Vdt"
2005 2.223 7.2082 1 -0.0011000000000001
2105 1 7.1833 100 -0.000248999999999997
2205 1 7.1578 100 -0.000255000000000001
2305 1 7.1376 100 -0.000202
2405 1 7.118 100 -0.000195999999999996
2505 1 7.0997 100 -0.000183
2605 1 7.078 100 -0.000217000000000001
2705 1 7.0598 100 -0.000182000000000002
2805 1 7.04 100 -0.000198
2905 1 7.0236 100 -0.000164
3005 1 7.0071 100 -0.000164999999999997
3105 1 6.9868 100 -0.000203000000000007
3205 1 6.9721 100 -0.000146999999999995
3305 1 6.9548 100 -0.000173000000000005
3405 1 6.9377 100 -0.000170999999999992
3505 1 6.9199 100 -0.000178000000000003
3605 1 6.904 100 -0.000159000000000002
3705 1 6.8862 100 -0.000178000000000003
3805 1 6.8708 100 -0.000153999999999996
3905 1 6.8551 100 -0.000156999999999998
4005 1 6.8385 100 -0.000166000000000004
4105 1 6.8238 100 -0.000146999999999995
4205 1 6.8075 100 -0.000163000000000002
4305 1 6.7904 100 -0.000171000000000001
4405 1 6.7756 100 -0.000148000000000001
4505 1 6.7601 100 -0.000154999999999994
4605 1 6.7431 100 -0.000170000000000003
4705 1 6.729 100 -0.000141
4805 1 6.7126 100 -0.000164
4905 1 6.699 100 -0.000136000000000003
5005 1 6.6814 100 -0.000175999999999998
5105 1 6.6669 100 -0.000145
5205 1 6.6525 100 -0.000144000000000002
5305 1 6.6373 100 -0.000152000000000001
5405 1 6.6209 100 -0.000164
5505 1 6.6056 100 -0.000152999999999999
5605 1 6.5941 100 -0.000114999999999998
5705 1 6.5771 100 -0.000170000000000003
5805 1 6.5627 100 -0.000143999999999993
5905 1 6.546 100 -0.000167000000000002
6005 1 6.5322 100 -0.000138000000000007
6105 1 6.515 100 -0.000171999999999999
6205 1 6.502 100 -0.000129999999999999
6305 1 6.4863 100 -0.000156999999999998
6405 1 6.4699 100 -0.000164
6505 1 6.4581 100 -0.000118
6605 1 6.4407 100 -0.000174000000000003
6705 1 6.4256 100 -0.000150999999999994
6805 1 6.4104 100 -0.000152000000000001
6905 1 6.3933 100 -0.000171000000000001
7005 1 6.3782 100 -0.000151000000000003
7105 1 6.3633 100 -0.000148999999999999
7205 1 6.3444 100 -0.000188999999999995
7305 1 6.3314 100 -0.000129999999999999
7405 1 6.3139 100 -0.000175000000000001
7505 1 6.2979 100 -0.00016
7605 1 6.2811 100 -0.000167999999999999
7705 1 6.2651 100 -0.00016
7805 1 6.247 100 -0.000181000000000004
7905 1 6.231 100 -0.00016
8005 1 6.2149 100 -0.000160999999999998
8105 1 6.1961 100 -0.000187999999999997
8205 1 6.1794 100 -0.000167000000000002
8305 1 6.1597 100 -0.000197000000000003
8405 1 6.1441 100 -0.000156000000000001
8505 1 6.1245 100 -0.000195999999999996
8605 1 6.1054 100 -0.000190999999999999
8705 1 6.087 100 -0.000184000000000006
8805 1 6.0671 100 -0.000198999999999998
8905 1 6.0472 100 -0.000198999999999998
9005 1 6.027 100 -0.000202
9105 1 6.0053 100 -0.000217000000000001
9205 1 5.9837 100 -0.000216000000000003
9305 1 5.9635 100 -0.000202
9405 1 5.9394 100 -0.000240999999999998
9505 1 5.918 100 -0.000213999999999999
9605 1 5.8957 100 -0.000223000000000004
9705 1 5.8746 100 -0.000210999999999997
9805 1 5.8523 100 -0.000223000000000004
9905 1 5.8328 100 -0.000194999999999999
10005 1 5.8112 100 -0.000215999999999994
10105 1 5.7923 100 -0.000189000000000004
10205 1 5.7721 100 -0.000202
10305 1 5.754 100 -0.000181000000000004
10405 1 5.7363 100 -0.000176999999999996
10505 1 5.7156 100 -0.000206999999999997
10605 1 5.6974 100 -0.000182000000000002
10705 1 5.6811 100 -0.000163000000000002
10805 1 5.662 100 -0.000190999999999999
10905 1 5.6464 100 -0.000156000000000001
11005 1 5.6262 100 -0.000202
11105 1 5.6087 100 -0.000175000000000001
11205 1 5.5917 100 -0.000169999999999995
11305 1 5.5782 100 -0.000135000000000005
11405 1 5.5599 100 -0.000183
11505 1 5.5451 100 -0.000148000000000001
11605 1 5.5303 100 -0.000147999999999993
11705 1 5.5131 100 -0.000172000000000008
11805 1 5.4983 100 -0.000147999999999993
11905 1 5.4837 100 -0.000146000000000006
12005 1 5.4675 100 -0.000161999999999995
12105 1 5.4535 100 -0.000140000000000002
12205 1 5.4387 100 -0.000148000000000001
12305 1 5.4247 100 -0.000140000000000002
12405 1 5.4101 100 -0.000145999999999997
12505 1 5.3964 100 -0.000137
12605 1 5.3827 100 -0.000137
12705 1 5.3668 100 -0.000159000000000002
12805 1 5.3541 100 -0.000126999999999997
12905 1 5.3409 100 -0.000131999999999994
