"t" "Tt" "Vt" "dt" "Vdt"
2005 2.223 7.2082 1 -0.0011000000000001
2105 2 7.1452 100 -0.000629999999999997
2205 2 7.0909 100 -0.000542999999999996
2305 2 7.0457 100 -0.000452000000000004
2405 2 7.0024 100 -0.000433000000000003
2505 2 6.9584 100 -0.000439999999999996
2605 2 6.9145 100 -0.000438999999999998
2705 2 6.8747 100 -0.000398000000000005
2805 2 6.8316 100 -0.000430999999999999
2905 2 6.7916 100 -4e-04
3005 2 6.7494 100 -0.000422000000000002
3105 2 6.7088 100 -0.000405999999999995
3205 2 6.6685 100 -0.000403000000000002
3305 2 6.6273 100 -0.000411999999999999
3405 2 6.587 100 -0.000403000000000002
3505 2 6.5497 100 -0.000373000000000001
3605 2 6.5089 100 -0.000407999999999999
3705 2 6.4711 100 -0.000377999999999998
3805 2 6.4309 100 -0.000401999999999996
3905 2 6.3937 100 -0.000372000000000003
4005 2 6.3548 100 -0.000388999999999999
4105 2 6.3167 100 -0.000381
4205 2 6.2775 100 -0.000392000000000001
4305 2 6.2375 100 -4e-04
4405 2 6.1988 100 -0.000386999999999995
4505 2 6.1604 100 -0.000384000000000002
4605 2 6.1188 100 -0.000415999999999999
4705 2 6.0802 100 -0.000386000000000006
4805 2 6.0391 100 -0.000410999999999992
4905 2 5.9984 100 -0.000407000000000002
5005 2 5.9571 100 -0.000413000000000006
5105 2 5.9161 100 -0.000409999999999995
5205 2 5.8747 100 -0.000414000000000003
5305 2 5.8304 100 -0.000442999999999998
5405 2 5.7882 100 -0.000422000000000002
5505 2 5.7433 100 -0.000449000000000002
5605 2 5.6988 100 -0.000444999999999993
5705 2 5.6539 100 -0.000449000000000002
5805 2 5.6068 100 -0.000471000000000004
5905 2 5.5604 100 -0.000464000000000002
6005 2 5.5153 100 -0.000450999999999997
6105 2 5.4687 100 -0.000465999999999998
6205 2 5.4267 100 -0.000419999999999998
6305 2 5.3843 100 -0.000424000000000007
6405 2 5.3451 100 -0.000391999999999992
6505 2 5.3034 100 -0.000417000000000005
6605 2 5.2654 100 -0.000380000000000003
6705 2 5.2274 100 -0.000379999999999994
6805 2 5.1902 100 -0.000372000000000003
6905 2 5.1534 100 -0.000367999999999995
7005 2 5.1171 100 -0.000363000000000007
